,STATE/UT,MURDER,RAPE,ROBBERY,RIOTS,StateLabel,Time
6977,MADHYA PRADESH,58,288,16,3,19,3
6978,MADHYA PRADESH,78,60,54,58,19,0
6979,MADHYA PRADESH,71,212,207,104,19,0
6980,MADHYA PRADESH,1,4,8,6,19,23
6981,MADHYA PRADESH,16,44,6,27,19,21
6982,MADHYA PRADESH,69,110,64,83,19,21
6983,MADHYA PRADESH,86,204,22,81,19,0
6984,MADHYA PRADESH,49,82,30,23,19,22
6985,MADHYA PRADESH,61,54,52,36,19,6
6986,MADHYA PRADESH,47,178,35,68,19,22
6987,MADHYA PRADESH,71,178,34,93,19,2
6988,MADHYA PRADESH,20,62,4,8,19,23
6989,MADHYA PRADESH,37,112,33,84,19,20
6990,MADHYA PRADESH,99,142,190,173,19,22
6991,MADHYA PRADESH,25,80,3,17,19,4
6992,MADHYA PRADESH,52,146,46,49,19,20
6993,MADHYA PRADESH,108,208,238,108,19,24
6994,MADHYA PRADESH,1,0,5,1,19,24
6995,MADHYA PRADESH,81,260,73,83,19,22
6996,MADHYA PRADESH,0,10,4,2,19,24
6997,MADHYA PRADESH,26,70,25,22,19,5
6998,MADHYA PRADESH,37,138,14,26,19,23
6999,MADHYA PRADESH,38,92,11,38,19,2
7000,MADHYA PRADESH,49,142,11,31,19,23
7001,MADHYA PRADESH,33,112,3,17,19,6
7002,MADHYA PRADESH,25,116,32,32,19,1
7003,MADHYA PRADESH,57,80,27,128,19,21
7004,MADHYA PRADESH,45,130,18,60,19,6
7005,MADHYA PRADESH,20,24,22,47,19,6
7006,MADHYA PRADESH,25,94,27,3,19,3
7007,MADHYA PRADESH,54,172,15,56,19,5
7008,MADHYA PRADESH,36,146,37,68,19,24
7009,MADHYA PRADESH,53,176,30,64,19,21
7010,MADHYA PRADESH,51,162,50,56,19,1
7011,MADHYA PRADESH,90,240,54,108,19,0
7012,MADHYA PRADESH,73,178,45,42,19,24
7013,MADHYA PRADESH,39,142,14,37,19,0
7014,MADHYA PRADESH,34,122,21,20,19,24
7015,MADHYA PRADESH,38,112,27,46,19,23
7016,MADHYA PRADESH,17,22,7,56,19,4
7017,MADHYA PRADESH,56,146,39,69,19,22
7018,MADHYA PRADESH,32,88,18,19,19,1
7019,MADHYA PRADESH,45,140,16,40,19,1
7020,MADHYA PRADESH,32,92,12,25,19,20
7021,MADHYA PRADESH,34,156,25,45,19,24
7022,MADHYA PRADESH,77,154,92,129,19,0
7023,MADHYA PRADESH,14,46,8,13,19,24
7024,MADHYA PRADESH,54,162,33,65,19,2
7025,MADHYA PRADESH,2423,6270,1919,2606,19,2
7026,MAHARASHTRA,122,114,155,570,20,1
7027,MAHARASHTRA,46,50,83,172,20,1
7028,MAHARASHTRA,11,40,54,55,20,5
7029,MAHARASHTRA,64,80,25,118,20,20
7030,MAHARASHTRA,38,46,122,138,20,21
7031,MAHARASHTRA,49,32,30,240,20,3
7032,MAHARASHTRA,86,56,71,297,20,24
7033,MAHARASHTRA,24,48,17,49,20,4
7034,MAHARASHTRA,59,58,36,255,20,22
7035,MAHARASHTRA,56,86,24,104,20,1
7036,MAHARASHTRA,48,36,42,198,20,0
7037,MAHARASHTRA,58,32,11,21,20,20
7038,MAHARASHTRA,29,56,20,48,20,3
7039,MAHARASHTRA,38,28,40,142,20,5
7040,MAHARASHTRA,94,98,62,320,20,0
7041,MAHARASHTRA,51,22,71,219,20,24
7042,MAHARASHTRA,52,54,45,218,20,20
7043,MAHARASHTRA,65,56,57,242,20,0
7044,MAHARASHTRA,228,388,410,391,20,24
7045,MAHARASHTRA,6,4,55,8,20,21
7046,MAHARASHTRA,88,116,259,183,20,1
7047,MAHARASHTRA,10,2,43,10,20,22
7048,MAHARASHTRA,86,78,57,94,20,20
7049,MAHARASHTRA,82,72,99,309,20,4
7050,MAHARASHTRA,43,40,7,123,20,0
7051,MAHARASHTRA,37,60,117,146,20,4
7052,MAHARASHTRA,91,106,45,368,20,21
7053,MAHARASHTRA,57,54,136,135,20,6
7054,MAHARASHTRA,44,56,33,167,20,6
7055,MAHARASHTRA,41,40,60,183,20,0
7056,MAHARASHTRA,129,182,452,393,20,6
7057,MAHARASHTRA,0,0,7,2,20,23
7058,MAHARASHTRA,141,144,145,437,20,23
7059,MAHARASHTRA,44,30,17,86,20,4
7060,MAHARASHTRA,23,56,16,123,20,23
7061,MAHARASHTRA,61,98,35,155,20,6
7062,MAHARASHTRA,43,54,76,247,20,0
7063,MAHARASHTRA,14,18,6,39,20,1
7064,MAHARASHTRA,20,24,47,65,20,4
7065,MAHARASHTRA,75,126,79,330,20,6
7066,MAHARASHTRA,107,186,172,285,20,3
7067,MAHARASHTRA,135,94,231,373,20,5
7068,MAHARASHTRA,41,88,46,115,20,20
7069,MAHARASHTRA,40,24,28,100,20,4
7070,MAHARASHTRA,68,66,78,139,20,21
7071,MAHARASHTRA,2744,3198,3721,8412,20,5
7072,MANIPUR,14,12,1,6,21,3
7073,MANIPUR,3,0,0,1,21,0
7074,MANIPUR,12,2,0,5,21,22
7075,MANIPUR,0,0,0,0,21,0
7076,MANIPUR,19,12,0,8,21,24
7077,MANIPUR,18,20,0,25,21,22
7078,MANIPUR,5,2,0,6,21,23
7079,MANIPUR,0,0,0,3,21,3
7080,MANIPUR,18,18,0,10,21,22
7081,MANIPUR,3,2,1,1,21,23
7082,MANIPUR,92,68,2,65,21,24
7083,MEGHALAYA,11,10,6,0,22,6
7084,MEGHALAYA,8,8,1,0,22,6
7085,MEGHALAYA,20,30,6,6,22,22
7086,MEGHALAYA,48,66,8,0,22,3
7087,MEGHALAYA,24,82,32,0,22,1
7088,MEGHALAYA,11,56,7,0,22,3
7089,MEGHALAYA,12,46,7,1,22,21
7090,MEGHALAYA,134,298,67,7,22,3
7091,MIZORAM,23,68,7,0,23,6
7092,MIZORAM,5,40,0,0,23,6
7093,MIZORAM,5,16,0,0,23,21
7094,MIZORAM,7,12,3,0,23,2
7095,MIZORAM,3,18,4,0,23,0
7096,MIZORAM,3,12,2,0,23,24
7097,MIZORAM,2,6,0,0,23,2
7098,MIZORAM,0,12,0,0,23,22
7099,MIZORAM,48,184,16,0,23,5
7100,NAGALAND,20,8,15,1,24,5
7101,NAGALAND,2,0,5,0,24,23
7102,NAGALAND,7,6,10,0,24,1
7103,NAGALAND,0,0,0,0,24,23
7104,NAGALAND,2,4,10,0,24,6
7105,NAGALAND,0,0,3,0,24,24
7106,NAGALAND,1,0,1,0,24,24
7107,NAGALAND,4,2,3,0,24,22
7108,NAGALAND,1,2,1,0,24,22
7109,NAGALAND,4,4,5,1,24,23
7110,NAGALAND,4,6,10,0,24,5
7111,NAGALAND,45,32,63,2,24,3
7112,ODISHA,61,78,73,104,25,20
7113,ODISHA,53,96,46,40,25,3
7114,ODISHA,36,72,51,123,25,5
7115,ODISHA,20,22,59,45,25,6
7116,ODISHA,32,66,20,33,25,6
7117,ODISHA,34,96,36,95,25,5
7118,ODISHA,11,14,7,19,25,22
7119,ODISHA,30,52,47,30,25,3
7120,ODISHA,44,86,55,56,25,23
7121,ODISHA,19,34,64,26,25,24
7122,ODISHA,18,22,6,7,25,22
7123,ODISHA,39,38,54,117,25,22
7124,ODISHA,12,12,2,52,25,24
7125,ODISHA,87,96,66,96,25,0
7126,ODISHA,31,48,46,26,25,21
7127,ODISHA,45,60,48,42,25,0
7128,ODISHA,22,20,54,54,25,4
7129,ODISHA,33,120,39,67,25,24
7130,ODISHA,29,54,17,13,25,24
7131,ODISHA,50,76,46,29,25,22
7132,ODISHA,85,90,86,72,25,6
7133,ODISHA,16,82,49,19,25,5
7134,ODISHA,26,82,29,83,25,24
7135,ODISHA,36,28,5,59,25,23
7136,ODISHA,88,152,25,26,25,22
7137,ODISHA,39,40,35,46,25,2
7138,ODISHA,28,96,11,42,25,2
7139,ODISHA,12,26,11,23,25,1
7140,ODISHA,52,44,143,94,25,21
7141,ODISHA,33,56,23,39,25,4
7142,ODISHA,72,52,49,46,25,3
7143,ODISHA,45,54,96,84,25,23
7144,ODISHA,8,34,14,32,25,4
7145,ODISHA,3,0,10,1,25,24
7146,ODISHA,5,4,17,1,25,22
7147,ODISHA,54,48,52,38,25,2
7148,ODISHA,1308,2050,1491,1779,25,1
7149,PUNJAB,43,32,6,0,27,0
7150,PUNJAB,19,24,3,0,27,6
7151,PUNJAB,20,52,3,0,27,20
7152,PUNJAB,58,58,6,0,27,2
7153,PUNJAB,53,48,9,0,27,23
7154,PUNJAB,29,44,19,0,27,22
7155,PUNJAB,90,110,31,0,27,20
7156,PUNJAB,21,20,0,0,27,0
7157,PUNJAB,16,22,7,0,27,20
7158,PUNJAB,59,78,6,0,27,24
7159,PUNJAB,9,0,0,0,27,6
7160,PUNJAB,22,60,2,0,27,4
7161,PUNJAB,51,52,18,0,27,4
7162,PUNJAB,46,78,39,0,27,20
7163,PUNJAB,27,24,21,0,27,3
7164,PUNJAB,21,14,10,0,27,5
7165,PUNJAB,20,22,2,0,27,4
7166,PUNJAB,35,44,2,0,27,3
7167,PUNJAB,34,36,4,0,27,2
7168,PUNJAB,27,24,2,0,27,2
7169,PUNJAB,52,52,8,0,27,2
7170,PUNJAB,27,28,2,0,27,3
7171,PUNJAB,45,62,2,0,27,3
7172,PUNJAB,19,34,7,0,27,20
7173,PUNJAB,22,34,26,0,27,20
7174,PUNJAB,42,40,6,0,27,4
7175,PUNJAB,907,1092,241,0,27,0
7176,RAJASTHAN,46,94,14,27,28,20
7177,RAJASTHAN,62,210,38,14,28,2
7178,RAJASTHAN,34,122,7,58,28,3
7179,RAJASTHAN,31,96,6,5,28,0
7180,RAJASTHAN,26,68,4,2,28,4
7181,RAJASTHAN,83,166,34,2,28,0
7182,RAJASTHAN,32,96,34,54,28,24
7183,RAJASTHAN,39,82,5,0,28,21
7184,RAJASTHAN,23,62,15,10,28,0
7185,RAJASTHAN,29,84,40,42,28,22
7186,RAJASTHAN,39,98,4,0,28,3
7187,RAJASTHAN,41,48,14,28,28,2
7188,RAJASTHAN,51,44,30,4,28,4
7189,RAJASTHAN,18,52,17,75,28,5
7190,RAJASTHAN,6,0,5,2,28,22
7191,RAJASTHAN,2,4,2,3,28,21
7192,RAJASTHAN,60,144,10,1,28,4
7193,RAJASTHAN,53,112,10,0,28,3
7194,RAJASTHAN,25,56,113,86,28,21
7195,RAJASTHAN,22,50,33,23,28,21
7196,RAJASTHAN,61,54,23,50,28,2
7197,RAJASTHAN,18,36,107,29,28,5
7198,RAJASTHAN,7,6,3,15,28,23
7199,RAJASTHAN,21,26,4,13,28,3
7200,RAJASTHAN,44,124,25,28,28,20
7201,RAJASTHAN,49,98,10,19,28,2
7202,RAJASTHAN,27,54,9,1,28,20
7203,RAJASTHAN,33,34,7,4,28,0
7204,RAJASTHAN,35,84,28,8,28,6
7205,RAJASTHAN,35,66,49,2,28,1
7206,RAJASTHAN,18,72,6,2,28,23
7207,RAJASTHAN,54,120,12,0,28,23
7208,RAJASTHAN,41,106,14,3,28,1
7209,RAJASTHAN,35,112,13,47,28,5
7210,RAJASTHAN,14,28,15,19,28,22
7211,RAJASTHAN,23,32,13,7,28,0
7212,RAJASTHAN,58,104,12,29,28,4
7213,RAJASTHAN,28,40,5,22,28,20
7214,RAJASTHAN,21,36,2,37,28,4
7215,RAJASTHAN,77,222,80,215,28,23
7216,RAJASTHAN,1421,3142,872,986,28,20
7217,SIKKIM,6,10,5,1,29,6
7218,SIKKIM,2,0,0,1,29,2
7219,SIKKIM,7,18,2,1,29,23
7220,SIKKIM,2,8,0,1,29,2
7221,SIKKIM,17,36,7,4,29,0
7222,TAMIL NADU,27,40,9,19,30,24
7223,TAMIL NADU,103,94,74,60,30,24
7224,TAMIL NADU,0,0,58,14,30,2
7225,TAMIL NADU,86,58,102,85,30,5
7226,TAMIL NADU,41,26,78,83,30,21
7227,TAMIL NADU,22,30,25,23,30,5
7228,TAMIL NADU,58,54,16,149,30,4
7229,TAMIL NADU,59,30,25,107,30,2
7230,TAMIL NADU,57,18,29,81,30,3
7231,TAMIL NADU,57,30,73,39,30,6
7232,TAMIL NADU,57,34,21,102,30,3
7233,TAMIL NADU,42,24,90,0,30,21
7234,TAMIL NADU,19,20,34,23,30,0
7235,TAMIL NADU,58,40,14,120,30,22
7236,TAMIL NADU,59,34,95,168,30,20
7237,TAMIL NADU,34,6,77,17,30,0
7238,TAMIL NADU,50,18,18,39,30,22
7239,TAMIL NADU,50,20,14,70,30,22
7240,TAMIL NADU,11,14,9,18,30,6
7241,TAMIL NADU,13,10,25,7,30,21
7242,TAMIL NADU,45,14,55,45,30,3
7243,TAMIL NADU,33,32,26,96,30,1
7244,TAMIL NADU,81,106,42,281,30,22
7245,TAMIL NADU,27,42,70,32,30,5
7246,TAMIL NADU,38,2,21,21,30,24
7247,TAMIL NADU,82,14,141,104,30,21
7248,TAMIL NADU,42,36,53,69,30,23
7249,TAMIL NADU,83,96,77,4,30,6
7250,TAMIL NADU,12,32,26,0,30,6
7251,TAMIL NADU,43,36,6,68,30,6
7252,TAMIL NADU,43,30,7,195,30,24
7253,TAMIL NADU,29,24,20,53,30,24
7254,TAMIL NADU,84,64,63,0,30,20
7255,TAMIL NADU,60,20,126,39,30,5
7256,TAMIL NADU,0,0,16,0,30,5
7257,TAMIL NADU,58,16,45,46,30,1
7258,TAMIL NADU,15,8,12,12,30,2
7259,TAMIL NADU,82,60,33,5,30,0
7260,TAMIL NADU,63,100,19,302,30,24
7261,TAMIL NADU,52,40,73,68,30,22
7262,TAMIL NADU,1875,1372,1817,2664,30,2
7263,TRIPURA,19,66,5,14,31,4
7264,TRIPURA,0,0,0,0,31,5
7265,TRIPURA,23,102,11,13,31,24
7266,TRIPURA,25,72,20,69,31,2
7267,TRIPURA,83,236,29,67,31,21
7268,TRIPURA,150,476,65,163,31,23
7269,UTTAR PRADESH,117,52,56,235,32,5
7270,UTTAR PRADESH,130,126,87,280,32,4
7271,UTTAR PRADESH,133,66,55,155,32,23
7272,UTTAR PRADESH,37,40,14,18,32,22
7273,UTTAR PRADESH,28,22,10,16,32,1
7274,UTTAR PRADESH,68,46,47,62,32,24
7275,UTTAR PRADESH,84,44,31,18,32,6
7276,UTTAR PRADESH,52,28,32,57,32,20
7277,UTTAR PRADESH,58,50,25,66,32,21
7278,UTTAR PRADESH,21,8,10,22,32,20
7279,UTTAR PRADESH,21,22,3,8,32,3
7280,UTTAR PRADESH,37,44,5,14,32,23
7281,UTTAR PRADESH,47,44,14,6,32,24
7282,UTTAR PRADESH,115,88,44,118,32,4
7283,UTTAR PRADESH,24,16,15,18,32,6
7284,UTTAR PRADESH,87,80,50,46,32,21
7285,UTTAR PRADESH,119,48,65,83,32,1
7286,UTTAR PRADESH,25,6,8,1,32,0
7287,UTTAR PRADESH,20,30,5,3,32,3
7288,UTTAR PRADESH,30,60,11,48,32,22
7289,UTTAR PRADESH,34,8,6,28,32,24
7290,UTTAR PRADESH,63,22,22,80,32,21
7291,UTTAR PRADESH,44,8,17,2,32,24
7292,UTTAR PRADESH,38,32,10,35,32,22
7293,UTTAR PRADESH,47,22,8,16,32,24
7294,UTTAR PRADESH,75,66,32,26,32,3
7295,UTTAR PRADESH,109,36,28,60,32,1
7296,UTTAR PRADESH,24,2,99,33,32,20
7297,UTTAR PRADESH,100,78,237,113,32,23
7298,UTTAR PRADESH,216,88,174,195,32,1
7299,UTTAR PRADESH,45,10,36,48,32,21
7300,UTTAR PRADESH,51,18,21,46,32,21
7301,UTTAR PRADESH,105,90,83,239,32,2
7302,UTTAR PRADESH,22,12,3,4,32,21
7303,UTTAR PRADESH,68,40,6,16,32,6
7304,UTTAR PRADESH,62,48,47,59,32,20
7305,UTTAR PRADESH,57,48,38,43,32,2
7306,UTTAR PRADESH,35,10,7,3,32,3
7307,UTTAR PRADESH,40,24,22,58,32,0
7308,UTTAR PRADESH,46,18,8,26,32,20
7309,UTTAR PRADESH,39,14,5,10,32,20
7310,UTTAR PRADESH,150,84,81,176,32,4
7311,UTTAR PRADESH,39,20,6,23,32,22
7312,UTTAR PRADESH,38,24,11,26,32,20
7313,UTTAR PRADESH,74,52,24,29,32,0
7314,UTTAR PRADESH,39,21,3,34,32,2
7315,UTTAR PRADESH,11,14,11,14,32,22
7316,UTTAR PRADESH,114,150,105,213,32,22
7317,UTTAR PRADESH,26,32,9,15,32,2
7318,UTTAR PRADESH,24,18,4,19,32,24
7319,UTTAR PRADESH,68,30,13,50,32,23
7320,UTTAR PRADESH,75,48,35,102,32,20
7321,UTTAR PRADESH,26,20,15,72,32,22
7322,UTTAR PRADESH,164,128,252,211,32,5
7323,UTTAR PRADESH,17,4,4,2,32,1
7324,UTTAR PRADESH,176,132,97,52,32,1
7325,UTTAR PRADESH,168,68,91,186,32,22
7326,UTTAR PRADESH,34,32,6,5,32,5
7327,UTTAR PRADESH,39,46,11,82,32,5
7328,UTTAR PRADESH,29,54,9,24,32,0
7329,UTTAR PRADESH,30,24,11,36,32,3
7330,UTTAR PRADESH,68,130,96,69,32,22
7331,UTTAR PRADESH,58,22,23,70,32,6
7332,UTTAR PRADESH,20,48,19,43,32,4
7333,UTTAR PRADESH,93,90,20,29,32,24
7334,UTTAR PRADESH,18,28,8,18,32,20
7335,UTTAR PRADESH,15,16,8,11,32,0
7336,UTTAR PRADESH,77,22,36,23,32,22
7337,UTTAR PRADESH,15,42,8,7,32,4
7338,UTTAR PRADESH,13,2,2,3,32,20
7339,UTTAR PRADESH,32,28,18,31,32,6
7340,UTTAR PRADESH,46,64,22,37,32,24
7341,UTTAR PRADESH,32,18,23,60,32,4
7342,UTTAR PRADESH,4401,3125,2577,4186,32,23
7343,UTTARAKHAND,3,6,1,7,33,3
7344,UTTARAKHAND,2,4,0,1,33,24
7345,UTTARAKHAND,1,2,0,7,33,3
7346,UTTARAKHAND,4,2,0,2,33,2
7347,UTTARAKHAND,33,74,50,130,33,2
7348,UTTARAKHAND,44,56,51,157,33,24
7349,UTTARAKHAND,18,26,7,29,33,3
7350,UTTARAKHAND,2,8,6,9,33,6
7351,UTTARAKHAND,4,6,0,8,33,6
7352,UTTARAKHAND,5,10,2,11,33,21
7353,UTTARAKHAND,2,2,1,1,33,4
7354,UTTARAKHAND,55,44,43,91,33,23
7355,UTTARAKHAND,3,2,1,5,33,1
7356,UTTARAKHAND,176,242,162,458,33,4
7357,WEST BENGAL,244,346,83,815,34,22
7358,WEST BENGAL,263,516,39,1238,34,5
7359,WEST BENGAL,34,36,5,49,34,6
7360,WEST BENGAL,105,72,38,262,34,23
7361,WEST BENGAL,94,88,28,281,34,20
7362,WEST BENGAL,134,144,54,396,34,1
7363,WEST BENGAL,66,286,5,113,34,23
7364,WEST BENGAL,40,112,13,29,34,3
7365,WEST BENGAL,62,72,15,86,34,22
7366,WEST BENGAL,124,104,40,728,34,22
7367,WEST BENGAL,111,118,68,297,34,22
7368,WEST BENGAL,10,0,4,2,34,22
7369,WEST BENGAL,117,360,65,74,34,6
7370,WEST BENGAL,1,0,3,0,34,6
7371,WEST BENGAL,49,64,18,282,34,2
7372,WEST BENGAL,86,334,24,80,34,24
7373,WEST BENGAL,185,1052,44,553,34,2
7374,WEST BENGAL,121,334,86,189,34,5
7375,WEST BENGAL,268,134,55,445,34,5
7376,WEST BENGAL,87,102,25,581,34,20
7377,WEST BENGAL,115,84,37,104,34,4
7378,WEST BENGAL,12,4,14,17,34,24
7379,WEST BENGAL,7,0,1,0,34,20
7380,WEST BENGAL,63,260,34,188,34,24
7381,WEST BENGAL,2398,4622,798,6809,34,5
7382,A & N ISLANDS,8,46,7,11,0,6
7383,A & N ISLANDS,1,2,0,0,0,0
7384,A & N ISLANDS,9,48,7,11,0,5
7385,CHANDIGARH,21,62,67,65,5,22
7386,CHANDIGARH,21,62,67,65,5,22
7387,D & N HAVELI,6,6,3,44,7,21
7388,D & N HAVELI,6,6,3,44,7,23
7389,DAMAN & DIU,5,2,0,8,8,24
7390,DAMAN & DIU,0,0,0,3,8,23
7391,DAMAN & DIU,5,2,0,11,8,21
7392,DELHI UT,0,0,0,0,9,20
7393,DELHI UT,25,40,35,5,9,21
7394,DELHI UT,0,0,0,0,9,22
7395,DELHI UT,565,1014,599,53,9,3
7396,DELHI UT,57,94,81,14,9,24
7397,DELHI UT,0,0,0,0,9,3
7398,DELHI UT,12,4,9,1,9,24
7399,DELHI UT,0,0,0,0,9,0
7400,DELHI UT,6,32,19,3,9,4
7401,DELHI UT,30,14,24,1,9,24
7402,DELHI UT,68,102,57,6,9,6
7403,DELHI UT,60,100,178,2,9,0
7404,DELHI UT,98,98,39,3,9,1
7405,DELHI UT,35,118,47,0,9,23
7406,DELHI UT,48,160,32,10,9,3
7407,DELHI UT,63,108,30,7,9,2
7408,DELHI UT,0,0,0,0,9,21
7409,DELHI UT,63,144,48,1,9,23
7410,LAKSHADWEEP,0,0,0,3,18,2
7411,LAKSHADWEEP,0,0,0,3,18,1
7412,PUDUCHERRY,4,2,0,31,26,24
7413,PUDUCHERRY,29,4,5,100,26,23
7414,PUDUCHERRY,33,6,5,131,26,6
7415,ANDHRA PRADESH,109,168,8,85,1,22
7416,ANDHRA PRADESH,171,32,15,85,1,24
7417,ANDHRA PRADESH,91,34,17,84,1,0
7418,ANDHRA PRADESH,120,82,4,105,1,22
7419,ANDHRA PRADESH,213,178,93,52,1,0
7420,ANDHRA PRADESH,83,144,23,31,1,3
7421,ANDHRA PRADESH,9,0,4,1,1,5
7422,ANDHRA PRADESH,88,80,8,36,1,3
7423,ANDHRA PRADESH,51,66,14,3,1,21
7424,ANDHRA PRADESH,117,118,40,220,1,22
7425,ANDHRA PRADESH,150,116,20,179,1,22
7426,ANDHRA PRADESH,108,168,12,157,1,3
7427,ANDHRA PRADESH,70,160,13,32,1,6
7428,ANDHRA PRADESH,153,78,19,116,1,2
7429,ANDHRA PRADESH,188,176,15,67,1,21
7430,ANDHRA PRADESH,141,76,19,72,1,3
7431,ANDHRA PRADESH,101,96,19,130,1,1
7432,ANDHRA PRADESH,61,56,18,36,1,6
7433,ANDHRA PRADESH,135,126,30,88,1,2
7434,ANDHRA PRADESH,88,48,15,53,1,24
7435,ANDHRA PRADESH,21,30,10,7,1,24
7436,ANDHRA PRADESH,75,48,6,38,1,6
7437,ANDHRA PRADESH,9,0,7,7,1,23
7438,ANDHRA PRADESH,40,58,7,100,1,23
7439,ANDHRA PRADESH,44,20,23,37,1,5
7440,ANDHRA PRADESH,35,74,35,2,1,5
7441,ANDHRA PRADESH,2,2,3,0,1,24
7442,ANDHRA PRADESH,66,76,11,47,1,0
7443,ANDHRA PRADESH,39,114,28,3,1,24
7444,ANDHRA PRADESH,38,100,11,8,1,0
7445,ANDHRA PRADESH,72,96,12,208,1,20
7446,ANDHRA PRADESH,46,70,21,86,1,20
7447,ANDHRA PRADESH,74,194,20,35,1,4
7448,ANDHRA PRADESH,2808,2884,600,2210,1,5
7449,ARUNACHAL PRADESH,2,0,0,0,2,5
7450,ARUNACHAL PRADESH,9,6,4,1,2,5
7451,ARUNACHAL PRADESH,3,6,5,4,2,24
7452,ARUNACHAL PRADESH,3,8,1,0,2,20
7453,ARUNACHAL PRADESH,2,6,4,1,2,6
7454,ARUNACHAL PRADESH,3,0,1,3,2,20
7455,ARUNACHAL PRADESH,12,10,5,0,2,5
7456,ARUNACHAL PRADESH,7,8,12,30,2,4
7457,ARUNACHAL PRADESH,0,4,2,1,2,22
7458,ARUNACHAL PRADESH,4,16,6,2,2,1
7459,ARUNACHAL PRADESH,2,2,3,0,2,21
7460,ARUNACHAL PRADESH,2,4,8,4,2,21
7461,ARUNACHAL PRADESH,4,4,5,0,2,6
7462,ARUNACHAL PRADESH,1,4,3,2,2,5
7463,ARUNACHAL PRADESH,0,0,0,0,2,6
7464,ARUNACHAL PRADESH,11,6,5,0,2,5
7465,ARUNACHAL PRADESH,0,0,0,1,2,0
7466,ARUNACHAL PRADESH,65,84,64,49,2,20
7467,ASSAM,45,184,21,197,3,24
7468,ASSAM,44,58,12,4,3,6
7469,ASSAM,22,144,9,106,3,24
7470,ASSAM,0,0,0,0,3,4
7471,ASSAM,64,148,20,245,3,3
7472,ASSAM,27,60,21,9,3,20
7473,ASSAM,34,190,5,28,3,1
7474,ASSAM,23,124,11,22,3,21
7475,ASSAM,61,314,36,444,3,5
7476,ASSAM,89,108,23,22,3,23
7477,ASSAM,7,2,3,8,3,0
7478,ASSAM,39,198,13,142,3,20
7479,ASSAM,56,108,29,4,3,1
7480,ASSAM,58,112,252,111,3,22
7481,ASSAM,20,122,6,153,3,0
7482,ASSAM,48,98,30,19,3,0
7483,ASSAM,44,126,36,42,3,5
7484,ASSAM,48,26,8,28,3,21
7485,ASSAM,45,92,9,81,3,6
7486,ASSAM,51,104,17,64,3,5
7487,ASSAM,38,104,15,39,3,21
7488,ASSAM,27,108,5,103,3,3
7489,ASSAM,16,6,2,0,3,0
7490,ASSAM,91,330,139,279,3,5
7491,ASSAM,20,56,19,18,3,3
7492,ASSAM,6,10,0,10,3,2
7493,ASSAM,61,98,31,39,3,20
7494,ASSAM,84,192,19,58,3,20
7495,ASSAM,98,122,34,45,3,21
7496,ASSAM,37,56,12,8,3,3
7497,ASSAM,1303,3400,837,2328,3,6
7498,BIHAR,69,138,45,266,4,22
7499,BIHAR,23,10,6,49,4,1
7500,BIHAR,88,36,38,334,4,0
7501,BIHAR,38,31,13,137,4,4
7502,BIHAR,51,52,14,124,4,3
7503,BIHAR,100,34,40,257,4,3
7504,BIHAR,74,42,14,245,4,4
7505,BIHAR,57,18,29,157,4,6
7506,BIHAR,85,46,36,216,4,6
7507,BIHAR,96,32,35,140,4,1
7508,BIHAR,65,26,40,214,4,3
7509,BIHAR,71,68,17,489,4,22
7510,BIHAR,155,46,70,262,4,20
7511,BIHAR,77,34,10,276,4,21
7512,BIHAR,6,0,2,6,4,3
7513,BIHAR,66,46,28,174,4,22
7514,BIHAR,51,20,19,135,4,24
7515,BIHAR,83,206,29,238,4,0
7516,BIHAR,17,4,7,7,4,1
7517,BIHAR,55,28,16,204,4,23
7518,BIHAR,34,60,10,122,4,6
7519,BIHAR,40,10,19,100,4,6
7520,BIHAR,44,16,30,231,4,1
7521,BIHAR,81,88,35,388,4,22
7522,BIHAR,136,74,58,641,4,23
7523,BIHAR,68,14,44,159,4,23
7524,BIHAR,154,112,86,445,4,5
7525,BIHAR,11,0,6,10,4,24
7526,BIHAR,84,30,27,163,4,4
7527,BIHAR,44,14,9,118,4,20
7528,BIHAR,74,24,21,197,4,23
7529,BIHAR,248,82,161,534,4,6
7530,BIHAR,16,2,17,20,4,1
7531,BIHAR,86,124,22,178,4,24
7532,BIHAR,126,40,45,249,4,1
7533,BIHAR,34,16,36,288,4,0
7534,BIHAR,107,80,54,336,4,24
7535,BIHAR,123,20,43,428,4,22
7536,BIHAR,33,6,5,47,4,3
7537,BIHAR,13,8,8,55,4,0
7538,BIHAR,71,16,39,229,4,5
7539,BIHAR,85,32,16,295,4,6
7540,BIHAR,49,46,13,253,4,21
7541,BIHAR,110,36,69,352,4,2
7542,BIHAR,3198,1867,1381,9768,4,5
7543,CHHATTISGARH,39,110,6,29,6,1
7544,CHHATTISGARH,112,140,57,153,6,6
7545,CHHATTISGARH,60,8,2,0,6,20
7546,CHHATTISGARH,54,16,2,31,6,0
7547,CHHATTISGARH,13,54,7,12,6,0
7548,CHHATTISGARH,93,230,83,75,6,1
7549,CHHATTISGARH,28,42,2,6,6,24
7550,CHHATTISGARH,4,4,2,2,6,23
7551,CHHATTISGARH,66,136,11,28,6,0
7552,CHHATTISGARH,43,66,44,120,6,23
7553,CHHATTISGARH,78,156,14,19,6,23
7554,CHHATTISGARH,16,46,5,37,6,20
7555,CHHATTISGARH,51,58,8,30,6,24
