,STATE/UT,MURDER,RAPE,ROBBERY,RIOTS,StateLabel,Time
0,ANDHRA PRADESH,101,100,41,78,1,24
1,ANDHRA PRADESH,151,46,16,168,1,22
2,ANDHRA PRADESH,101,54,14,156,1,21
3,ANDHRA PRADESH,80,40,4,164,1,21
4,ANDHRA PRADESH,82,46,25,70,1,24
5,ANDHRA PRADESH,3,0,2,1,1,20
6,ANDHRA PRADESH,182,108,59,244,1,20
7,ANDHRA PRADESH,111,74,67,65,1,21
8,ANDHRA PRADESH,162,112,50,220,1,4
9,ANDHRA PRADESH,93,94,13,153,1,6
10,ANDHRA PRADESH,65,74,15,70,1,6
11,ANDHRA PRADESH,133,58,22,84,1,23
12,ANDHRA PRADESH,157,118,27,157,1,23
13,ANDHRA PRADESH,101,70,26,100,1,20
14,ANDHRA PRADESH,122,70,28,220,1,1
15,ANDHRA PRADESH,89,92,16,97,1,21
16,ANDHRA PRADESH,106,42,22,51,1,2
17,ANDHRA PRADESH,102,38,14,138,1,4
18,ANDHRA PRADESH,214,144,78,65,1,1
19,ANDHRA PRADESH,6,0,10,1,1,0
20,ANDHRA PRADESH,38,16,4,70,1,24
21,ANDHRA PRADESH,53,50,27,19,1,24
22,ANDHRA PRADESH,2,2,1,1,1,22
23,ANDHRA PRADESH,58,24,3,138,1,21
24,ANDHRA PRADESH,22,26,5,9,1,2
25,ANDHRA PRADESH,33,16,2,36,1,2
26,ANDHRA PRADESH,158,106,23,330,1,2
27,ANDHRA PRADESH,77,122,15,96,1,20
28,ANDHRA PRADESH,2602,1742,629,3001,1,1
29,ARUNACHAL PRADESH,11,2,4,0,2,5
30,ARUNACHAL PRADESH,3,4,5,0,2,6
31,ARUNACHAL PRADESH,3,4,6,0,2,1
32,ARUNACHAL PRADESH,4,0,0,0,2,20
33,ARUNACHAL PRADESH,16,4,8,3,2,4
34,ARUNACHAL PRADESH,11,18,29,9,2,24
35,ARUNACHAL PRADESH,7,10,8,1,2,21
36,ARUNACHAL PRADESH,1,4,0,1,2,3
37,ARUNACHAL PRADESH,5,8,10,2,2,6
38,ARUNACHAL PRADESH,8,4,7,5,2,2
39,ARUNACHAL PRADESH,4,4,5,2,2,5
40,ARUNACHAL PRADESH,2,2,0,0,2,23
41,ARUNACHAL PRADESH,8,2,2,1,2,0
42,ARUNACHAL PRADESH,83,66,84,24,2,6
43,ASSAM,64,56,45,196,3,5
44,ASSAM,45,40,25,87,3,24
45,ASSAM,0,0,0,0,3,1
46,ASSAM,52,90,42,533,3,6
47,ASSAM,61,96,29,100,3,0
48,ASSAM,15,84,12,13,3,21
49,ASSAM,65,86,19,402,3,2
50,ASSAM,110,70,29,21,3,24
51,ASSAM,13,2,16,9,3,24
52,ASSAM,28,70,13,129,3,3
53,ASSAM,53,60,27,26,3,24
54,ASSAM,71,74,73,151,3,2
55,ASSAM,18,48,8,160,3,1
56,ASSAM,40,84,27,30,3,0
57,ASSAM,37,42,41,55,3,2
58,ASSAM,65,10,33,90,3,0
59,ASSAM,32,66,5,271,3,2
60,ASSAM,87,28,10,50,3,5
61,ASSAM,26,128,47,106,3,21
62,ASSAM,20,46,10,79,3,20
63,ASSAM,17,4,5,4,3,6
64,ASSAM,95,102,33,267,3,0
65,ASSAM,79,60,39,4,3,21
66,ASSAM,11,6,2,13,3,22
67,ASSAM,59,94,41,50,3,22
68,ASSAM,86,106,21,85,3,1
69,ASSAM,107,82,35,22,3,21
70,ASSAM,1356,1634,687,2953,3,22
71,BIHAR,47,186,43,375,4,23
72,BIHAR,37,0,8,76,4,22
73,BIHAR,74,32,28,155,4,24
74,BIHAR,34,50,9,67,4,0
75,BIHAR,93,68,39,196,4,1
76,BIHAR,124,26,67,147,4,1
77,BIHAR,66,40,32,340,4,20
78,BIHAR,41,20,26,186,4,0
79,BIHAR,128,70,55,171,4,2
80,BIHAR,135,44,49,240,4,0
81,BIHAR,56,16,34,189,4,23
82,BIHAR,53,38,37,142,4,6
83,BIHAR,200,50,114,417,4,4
84,BIHAR,107,26,73,227,4,5
85,BIHAR,7,2,13,0,4,0
86,BIHAR,67,20,14,134,4,1
87,BIHAR,73,12,22,170,4,0
88,BIHAR,60,102,30,193,4,6
89,BIHAR,7,0,19,9,4,21
90,BIHAR,72,10,29,167,4,23
91,BIHAR,25,44,10,116,4,2
92,BIHAR,61,20,13,93,4,0
93,BIHAR,56,22,31,157,4,6
94,BIHAR,35,26,17,195,4,4
95,BIHAR,114,88,79,365,4,0
96,BIHAR,51,22,29,218,4,3
97,BIHAR,153,146,135,241,4,1
98,BIHAR,13,4,15,13,4,22
99,BIHAR,208,80,97,318,4,6
100,BIHAR,36,14,18,56,4,21
101,BIHAR,77,30,31,183,4,6
102,BIHAR,434,54,414,506,4,24
103,BIHAR,24,2,21,11,4,2
104,BIHAR,104,78,97,269,4,20
105,BIHAR,127,50,68,391,4,22
106,BIHAR,36,24,15,156,4,3
107,BIHAR,107,38,61,312,4,4
108,BIHAR,137,40,93,309,4,1
109,BIHAR,28,6,12,136,4,21
110,BIHAR,18,22,8,38,4,21
111,BIHAR,51,46,15,218,4,5
112,BIHAR,116,8,100,239,4,22
113,BIHAR,41,60,40,170,4,6
114,BIHAR,110,40,43,295,4,22
115,BIHAR,3643,1776,2203,8606,4,0
116,CHHATTISGARH,13,34,11,15,6,21
117,CHHATTISGARH,99,138,37,166,6,2
118,CHHATTISGARH,9,8,6,1,6,5
119,CHHATTISGARH,83,38,5,14,6,6
120,CHHATTISGARH,14,44,0,22,6,20
121,CHHATTISGARH,76,288,50,48,6,21
122,CHHATTISGARH,2,0,9,4,6,22
123,CHHATTISGARH,80,118,23,35,6,24
124,CHHATTISGARH,48,58,25,105,6,0
125,CHHATTISGARH,37,72,17,13,6,0
126,CHHATTISGARH,31,84,5,23,6,22
127,CHHATTISGARH,19,70,2,10,6,6
128,CHHATTISGARH,33,92,8,67,6,23
129,CHHATTISGARH,35,68,6,21,6,23
130,CHHATTISGARH,18,86,6,30,6,3
131,CHHATTISGARH,50,106,13,34,6,3
132,CHHATTISGARH,92,208,58,110,6,2
133,CHHATTISGARH,36,116,15,50,6,20
134,CHHATTISGARH,105,290,42,103,6,24
135,CHHATTISGARH,880,1918,338,871,6,20
136,GOA,22,8,10,33,10,3
137,GOA,14,16,15,31,10,6
138,GOA,36,24,25,64,10,24
139,GUJARAT,90,78,192,191,11,3
140,GUJARAT,26,10,25,50,11,20
141,GUJARAT,6,2,1,10,11,21
142,GUJARAT,41,4,25,52,11,1
143,GUJARAT,28,6,14,63,11,24
144,GUJARAT,37,8,17,44,11,2
145,GUJARAT,64,18,48,113,11,3
146,GUJARAT,36,10,44,49,11,23
147,GUJARAT,25,8,22,64,11,21
148,GUJARAT,55,34,29,65,11,20
149,GUJARAT,48,40,20,34,11,21
150,GUJARAT,56,28,52,88,11,1
151,GUJARAT,42,22,19,63,11,5
152,GUJARAT,34,4,11,55,11,22
153,GUJARAT,28,8,45,98,11,3
154,GUJARAT,16,16,0,9,11,0
155,GUJARAT,26,4,13,22,11,5
156,GUJARAT,52,36,47,94,11,6
157,GUJARAT,56,10,19,50,11,24
158,GUJARAT,24,6,19,78,11,24
159,GUJARAT,15,12,3,8,11,22
160,GUJARAT,29,10,31,110,11,0
161,GUJARAT,30,40,23,58,11,0
162,GUJARAT,98,22,59,127,11,6
163,GUJARAT,62,52,28,30,11,20
164,GUJARAT,38,22,13,73,11,4
165,GUJARAT,34,6,39,151,11,6
166,GUJARAT,71,36,21,34,11,21
167,GUJARAT,44,18,25,40,11,3
168,GUJARAT,15,2,87,7,11,4
169,GUJARAT,1226,572,991,1930,11,2
170,HARYANA,26,22,18,5,12,23
171,HARYANA,40,20,19,109,12,0
172,HARYANA,68,74,44,133,12,2
173,HARYANA,18,34,11,11,12,24
174,HARYANA,24,0,5,9,12,2
175,HARYANA,69,64,51,78,12,4
176,HARYANA,45,20,27,28,12,0
177,HARYANA,48,42,25,68,12,24
178,HARYANA,37,42,28,71,12,20
179,HARYANA,33,32,9,0,12,2
180,HARYANA,42,88,16,47,12,4
181,HARYANA,20,62,13,0,12,22
182,HARYANA,26,22,1,47,12,4
183,HARYANA,12,12,5,1,12,4
184,HARYANA,43,76,47,35,12,24
185,HARYANA,21,22,7,39,12,3
186,HARYANA,57,56,29,37,12,6
187,HARYANA,37,34,5,24,12,21
188,HARYANA,73,30,28,6,12,23
189,HARYANA,42,44,9,2,12,1
190,HARYANA,781,796,397,750,12,24
191,HIMACHAL PRADESH,8,10,3,76,13,20
192,HIMACHAL PRADESH,13,24,1,6,13,2
193,HIMACHAL PRADESH,1,0,0,1,13,24
194,HIMACHAL PRADESH,2,6,1,26,13,22
195,HIMACHAL PRADESH,24,36,4,125,13,5
196,HIMACHAL PRADESH,5,12,0,4,13,3
197,HIMACHAL PRADESH,13,26,1,27,13,4
198,HIMACHAL PRADESH,1,4,1,2,13,1
199,HIMACHAL PRADESH,18,32,3,83,13,0
200,HIMACHAL PRADESH,14,36,7,122,13,6
201,HIMACHAL PRADESH,3,20,4,56,13,5
202,HIMACHAL PRADESH,11,24,1,62,13,4
203,HIMACHAL PRADESH,6,18,2,38,13,6
204,HIMACHAL PRADESH,119,248,28,628,13,4
205,JAMMU & KASHMIR,74,12,16,67,14,21
206,JAMMU & KASHMIR,25,2,4,10,14,24
207,JAMMU & KASHMIR,144,56,16,146,14,22
208,JAMMU & KASHMIR,6,24,0,15,14,0
209,JAMMU & KASHMIR,78,14,2,88,14,20
210,JAMMU & KASHMIR,0,0,0,0,14,2
211,JAMMU & KASHMIR,0,0,0,0,14,4
212,JAMMU & KASHMIR,104,14,6,17,14,22
213,JAMMU & KASHMIR,24,10,0,50,14,20
214,JAMMU & KASHMIR,27,26,4,103,14,20
215,JAMMU & KASHMIR,0,0,0,5,14,5
216,JAMMU & KASHMIR,16,26,2,43,14,3
217,JAMMU & KASHMIR,39,12,17,77,14,24
218,JAMMU & KASHMIR,141,12,1,74,14,4
219,JAMMU & KASHMIR,3,0,0,5,14,0
220,JAMMU & KASHMIR,100,26,0,30,14,3
221,JAMMU & KASHMIR,46,14,27,127,14,3
222,JAMMU & KASHMIR,1,0,0,0,14,5
223,JAMMU & KASHMIR,76,34,4,3,14,0
224,JAMMU & KASHMIR,51,6,1,2,14,0
225,JAMMU & KASHMIR,36,14,0,6,14,3
226,JAMMU & KASHMIR,63,16,59,158,14,5
227,JAMMU & KASHMIR,21,20,2,46,14,22
228,JAMMU & KASHMIR,1075,338,161,1072,14,1
229,JHARKHAND,70,52,66,119,15,20
230,JHARKHAND,109,64,9,22,15,1
231,JHARKHAND,40,12,15,90,15,3
232,JHARKHAND,47,44,15,118,15,21
233,JHARKHAND,97,64,48,205,15,24
234,JHARKHAND,11,4,13,4,15,1
235,JHARKHAND,63,54,8,75,15,22
236,JHARKHAND,32,22,17,113,15,2
237,JHARKHAND,63,84,27,173,15,22
238,JHARKHAND,61,74,18,90,15,5
239,JHARKHAND,136,58,44,40,15,22
240,JHARKHAND,76,82,68,268,15,24
241,JHARKHAND,81,100,27,131,15,22
242,JHARKHAND,4,2,4,2,15,1
243,JHARKHAND,22,36,9,61,15,0
244,JHARKHAND,21,4,15,80,15,20
245,JHARKHAND,54,24,9,27,15,4
246,JHARKHAND,33,24,11,29,15,21
247,JHARKHAND,31,46,5,39,15,5
248,JHARKHAND,73,30,32,160,15,22
249,JHARKHAND,243,146,140,66,15,20
250,JHARKHAND,47,40,8,72,15,24
251,JHARKHAND,44,34,12,29,15,20
252,JHARKHAND,49,34,27,5,15,23
253,JHARKHAND,1507,1134,647,2018,15,24
254,KARNATAKA,59,4,3,218,16,0
255,KARNATAKA,221,80,284,298,16,5
256,KARNATAKA,137,26,32,358,16,3
257,KARNATAKA,120,16,47,389,16,0
258,KARNATAKA,58,32,20,260,16,24
259,KARNATAKA,48,14,36,163,16,24
260,KARNATAKA,51,12,21,396,16,4
261,KARNATAKA,19,8,9,107,16,22
262,KARNATAKA,41,16,10,187,16,22
263,KARNATAKA,31,36,20,269,16,4
264,KARNATAKA,33,6,8,127,16,23
265,KARNATAKA,58,44,26,297,16,1
266,KARNATAKA,16,8,34,168,16,4
267,KARNATAKA,25,6,5,110,16,3
268,KARNATAKA,22,4,13,109,16,5
269,KARNATAKA,95,40,61,423,16,20
270,KARNATAKA,64,40,23,210,16,0
271,KARNATAKA,24,6,10,260,16,1
272,KARNATAKA,20,2,6,73,16,21
273,KARNATAKA,26,8,3,170,16,24
274,KARNATAKA,69,34,25,373,16,3
275,KARNATAKA,23,12,8,166,16,22
276,KARNATAKA,67,30,28,280,16,23
277,KARNATAKA,32,4,32,67,16,2
278,KARNATAKA,53,24,0,212,16,24
279,KARNATAKA,33,24,13,261,16,24
280,KARNATAKA,12,2,11,16,16,6
281,KARNATAKA,56,24,15,260,16,5
282,KARNATAKA,80,12,27,234,16,4
283,KARNATAKA,16,4,12,107,16,24
284,KARNATAKA,17,8,5,118,16,21
285,KARNATAKA,1626,586,847,6686,16,2
286,KERALA,22,42,18,419,17,23
287,KERALA,22,4,1,6,17,6
288,KERALA,44,76,80,626,17,22
289,KERALA,33,68,16,301,17,2
290,KERALA,26,84,18,831,17,6
291,KERALA,18,56,9,683,17,21
292,KERALA,41,110,62,575,17,4
293,KERALA,34,44,54,347,17,22
294,KERALA,34,78,15,1127,17,1
295,KERALA,23,142,11,663,17,21
296,KERALA,45,126,30,608,17,5
297,KERALA,20,24,7,224,17,2
298,KERALA,0,2,2,39,17,6
299,KERALA,42,84,82,577,17,24
300,KERALA,53,114,104,892,17,2
301,KERALA,15,70,8,190,17,2
302,KERALA,472,1124,517,8108,17,1
303,MADHYA PRADESH,56,174,7,42,19,0
304,MADHYA PRADESH,41,68,18,35,19,21
305,MADHYA PRADESH,56,190,18,9,19,0
306,MADHYA PRADESH,63,62,28,99,19,5
307,MADHYA PRADESH,61,212,99,77,19,0
308,MADHYA PRADESH,5,2,25,3,19,4
309,MADHYA PRADESH,54,130,42,104,19,22
310,MADHYA PRADESH,78,186,18,26,19,23
311,MADHYA PRADESH,43,132,24,54,19,0
312,MADHYA PRADESH,53,24,26,30,19,3
313,MADHYA PRADESH,50,156,67,119,19,22
314,MADHYA PRADESH,89,136,35,48,19,3
315,MADHYA PRADESH,13,40,2,6,19,24
316,MADHYA PRADESH,71,248,50,171,19,0
317,MADHYA PRADESH,84,118,144,170,19,24
318,MADHYA PRADESH,14,56,3,23,19,23
319,MADHYA PRADESH,53,130,31,33,19,22
320,MADHYA PRADESH,111,168,112,129,19,6
321,MADHYA PRADESH,6,4,7,2,19,5
322,MADHYA PRADESH,103,216,126,112,19,24
323,MADHYA PRADESH,3,0,15,1,19,1
324,MADHYA PRADESH,124,88,20,74,19,3
325,MADHYA PRADESH,51,50,29,33,19,6
326,MADHYA PRADESH,41,126,11,64,19,22
327,MADHYA PRADESH,47,94,21,80,19,2
328,MADHYA PRADESH,35,128,11,18,19,4
329,MADHYA PRADESH,28,82,32,56,19,3
330,MADHYA PRADESH,63,70,76,198,19,24
331,MADHYA PRADESH,38,140,11,32,19,20
332,MADHYA PRADESH,17,74,15,65,19,2
333,MADHYA PRADESH,24,88,10,54,19,5
334,MADHYA PRADESH,39,158,27,59,19,3
335,MADHYA PRADESH,42,190,35,161,19,4
336,MADHYA PRADESH,58,140,54,42,19,3
337,MADHYA PRADESH,53,62,67,149,19,2
338,MADHYA PRADESH,84,282,53,151,19,22
339,MADHYA PRADESH,49,116,52,87,19,20
340,MADHYA PRADESH,40,104,6,49,19,2
341,MADHYA PRADESH,57,126,34,44,19,4
342,MADHYA PRADESH,42,180,47,92,19,6
343,MADHYA PRADESH,24,42,10,38,19,22
344,MADHYA PRADESH,88,144,48,140,19,23
345,MADHYA PRADESH,36,84,15,33,19,1
346,MADHYA PRADESH,35,118,19,53,19,6
347,MADHYA PRADESH,53,172,46,90,19,20
348,MADHYA PRADESH,84,118,79,133,19,3
349,MADHYA PRADESH,19,50,19,30,19,1
350,MADHYA PRADESH,47,224,20,77,19,22
351,MADHYA PRADESH,2425,5702,1764,3395,19,2
352,MAHARASHTRA,97,88,104,266,20,20
353,MAHARASHTRA,64,30,41,99,20,24
354,MAHARASHTRA,44,46,48,95,20,20
355,MAHARASHTRA,72,84,36,112,20,21
356,MAHARASHTRA,36,28,40,130,20,1
357,MAHARASHTRA,61,56,49,139,20,2
358,MAHARASHTRA,68,44,62,272,20,20
359,MAHARASHTRA,32,78,15,63,20,4
360,MAHARASHTRA,49,44,27,246,20,20
361,MAHARASHTRA,49,86,36,110,20,4
362,MAHARASHTRA,48,32,13,86,20,1
363,MAHARASHTRA,47,54,15,28,20,24
364,MAHARASHTRA,41,46,13,20,20,22
365,MAHARASHTRA,36,40,39,96,20,0
366,MAHARASHTRA,83,38,30,157,20,1
367,MAHARASHTRA,43,32,46,120,20,3
368,MAHARASHTRA,54,52,32,129,20,6
369,MAHARASHTRA,42,14,31,211,20,20
370,MAHARASHTRA,295,254,406,196,20,3
371,MAHARASHTRA,12,4,29,13,20,22
372,MAHARASHTRA,112,78,171,235,20,3
373,MAHARASHTRA,12,4,20,18,20,4
374,MAHARASHTRA,101,162,58,180,20,0
375,MAHARASHTRA,80,46,93,217,20,2
376,MAHARASHTRA,44,32,5,80,20,0
377,MAHARASHTRA,25,18,16,139,20,4
378,MAHARASHTRA,92,78,36,518,20,6
379,MAHARASHTRA,34,34,62,80,20,23
380,MAHARASHTRA,48,32,29,101,20,3
381,MAHARASHTRA,49,50,43,148,20,1
382,MAHARASHTRA,71,112,98,903,20,21
383,MAHARASHTRA,4,0,4,3,20,6
384,MAHARASHTRA,119,84,70,150,20,22
385,MAHARASHTRA,53,40,27,104,20,6
386,MAHARASHTRA,17,20,14,69,20,20
387,MAHARASHTRA,85,64,27,128,20,22
388,MAHARASHTRA,57,64,20,93,20,4
389,MAHARASHTRA,14,14,4,17,20,6
390,MAHARASHTRA,30,32,32,70,20,0
391,MAHARASHTRA,101,70,29,162,20,24
392,MAHARASHTRA,133,78,146,223,20,21
393,MAHARASHTRA,140,130,53,148,20,24
394,MAHARASHTRA,60,70,20,174,20,22
395,MAHARASHTRA,29,30,17,65,20,23
396,MAHARASHTRA,56,112,33,106,20,24
397,MAHARASHTRA,2839,2604,2239,6719,20,4
398,MANIPUR,29,2,2,11,21,2
399,MANIPUR,7,0,4,0,21,4
400,MANIPUR,35,2,0,0,21,20
401,MANIPUR,29,14,1,24,21,4
402,MANIPUR,44,14,2,83,21,0
403,MANIPUR,27,0,1,2,21,4
404,MANIPUR,2,0,0,0,21,3
405,MANIPUR,32,8,6,11,21,6
406,MANIPUR,4,0,3,0,21,2
407,MANIPUR,209,40,19,131,21,23
408,MEGHALAYA,16,4,14,1,22,5
409,MEGHALAYA,6,2,4,1,22,21
410,MEGHALAYA,19,10,4,3,22,23
411,MEGHALAYA,35,14,7,1,22,21
412,MEGHALAYA,50,10,68,2,22,3
413,MEGHALAYA,16,8,16,0,22,21
414,MEGHALAYA,22,4,12,0,22,6
415,MEGHALAYA,164,52,125,8,22,0
416,MIZORAM,12,52,8,1,23,2
417,MIZORAM,2,14,0,0,23,5
418,MIZORAM,3,12,0,1,23,5
419,MIZORAM,2,4,0,0,23,6
420,MIZORAM,5,6,0,0,23,2
421,MIZORAM,4,0,13,1,23,4
422,MIZORAM,2,6,1,0,23,2
423,MIZORAM,1,10,1,0,23,4
424,MIZORAM,31,104,23,3,23,0
425,NAGALAND,36,8,89,0,24,24
426,NAGALAND,1,0,0,0,24,4
427,NAGALAND,25,12,19,0,24,23
428,NAGALAND,12,2,5,0,24,21
429,NAGALAND,3,4,5,0,24,5
430,NAGALAND,0,0,1,0,24,2
431,NAGALAND,7,2,2,0,24,24
432,NAGALAND,1,0,2,0,24,0
433,NAGALAND,12,2,3,2,24,24
434,NAGALAND,4,4,3,0,24,23
435,NAGALAND,101,34,129,2,24,5
436,ODISHA,39,66,19,62,25,24
437,ODISHA,17,116,43,76,25,1
438,ODISHA,23,38,25,80,25,23
439,ODISHA,23,20,54,41,25,5
440,ODISHA,27,70,16,53,25,20
441,ODISHA,32,38,20,51,25,6
442,ODISHA,9,12,5,24,25,24
443,ODISHA,35,68,121,33,25,0
444,ODISHA,16,16,7,17,25,24
445,ODISHA,25,30,26,55,25,23
446,ODISHA,19,20,1,16,25,1
447,ODISHA,58,44,31,64,25,23
448,ODISHA,26,24,31,23,25,1
449,ODISHA,21,48,30,21,25,24
450,ODISHA,15,24,12,6,25,6
451,ODISHA,29,60,34,91,25,5
452,ODISHA,24,68,19,44,25,24
453,ODISHA,24,22,21,16,25,0
454,ODISHA,62,76,16,55,25,0
455,ODISHA,46,130,151,86,25,20
456,ODISHA,39,76,16,64,25,20
457,ODISHA,36,28,8,23,25,21
458,ODISHA,74,154,39,44,25,5
459,ODISHA,26,34,19,37,25,4
460,ODISHA,19,26,14,74,25,2
461,ODISHA,13,18,11,22,25,6
462,ODISHA,25,82,33,38,25,4
463,ODISHA,35,18,3,64,25,6
464,ODISHA,20,24,21,11,25,24
465,ODISHA,39,36,50,56,25,0
466,ODISHA,9,16,6,17,25,21
467,ODISHA,3,2,8,1,25,3
468,ODISHA,7,4,10,7,25,0
469,ODISHA,72,72,38,54,25,5
470,ODISHA,987,1580,958,1426,25,5
471,PUNJAB,36,18,6,0,27,3
472,PUNJAB,15,24,0,0,27,24
473,PUNJAB,18,16,2,0,27,2
474,PUNJAB,25,26,1,0,27,21
475,PUNJAB,12,12,1,0,27,5
476,PUNJAB,16,22,5,0,27,23
477,PUNJAB,50,44,5,0,27,0
478,PUNJAB,10,0,3,0,27,3
479,PUNJAB,22,24,4,0,27,6
480,PUNJAB,47,38,10,0,27,4
481,PUNJAB,27,38,5,0,27,0
482,PUNJAB,74,42,6,0,27,22
483,PUNJAB,20,16,5,0,27,5
484,PUNJAB,17,12,6,1,27,22
485,PUNJAB,74,76,23,0,27,22
486,PUNJAB,26,18,1,0,27,6
487,PUNJAB,25,12,0,0,27,3
488,PUNJAB,23,22,6,0,27,4
489,PUNJAB,19,6,1,0,27,22
490,PUNJAB,17,22,5,0,27,3
491,PUNJAB,56,46,16,0,27,0
492,PUNJAB,26,12,1,0,27,0
493,PUNJAB,46,30,13,0,27,3
494,PUNJAB,37,20,6,0,27,21
495,PUNJAB,738,596,131,1,27,4
496,RAJASTHAN,39,32,46,112,28,5
497,RAJASTHAN,85,68,52,445,28,24
498,RAJASTHAN,40,180,23,427,28,20
499,RAJASTHAN,36,162,32,167,28,21
500,RAJASTHAN,11,26,12,67,28,24
501,RAJASTHAN,75,96,41,445,28,24
502,RAJASTHAN,34,84,49,257,28,4
503,RAJASTHAN,21,70,4,108,28,2
504,RAJASTHAN,33,72,33,229,28,24
505,RAJASTHAN,41,134,47,507,28,0
506,RAJASTHAN,26,48,11,198,28,22
507,RAJASTHAN,28,18,14,717,28,4
508,RAJASTHAN,42,48,27,552,28,5
509,RAJASTHAN,31,34,8,207,28,23
510,RAJASTHAN,3,2,12,16,28,20
511,RAJASTHAN,51,110,14,36,28,4
512,RAJASTHAN,56,70,12,135,28,24
513,RAJASTHAN,91,122,79,3181,28,2
514,RAJASTHAN,9,4,4,28,28,5
515,RAJASTHAN,17,20,11,44,28,24
516,RAJASTHAN,38,130,45,206,28,20
517,RAJASTHAN,37,38,6,262,28,4
518,RAJASTHAN,30,40,43,172,28,5
519,RAJASTHAN,35,42,12,134,28,23
520,RAJASTHAN,58,100,86,229,28,3
521,RAJASTHAN,48,44,23,57,28,20
522,RAJASTHAN,43,50,14,138,28,5
523,RAJASTHAN,15,26,7,303,28,2
524,RAJASTHAN,23,38,31,180,28,2
525,RAJASTHAN,46,26,14,941,28,21
526,RAJASTHAN,31,44,16,104,28,4
527,RAJASTHAN,19,34,19,175,28,24
528,RAJASTHAN,67,86,42,435,28,6
529,RAJASTHAN,1259,2098,889,11214,28,24
530,SIKKIM,13,14,2,1,29,4
531,SIKKIM,1,0,0,0,29,3
532,SIKKIM,4,2,0,0,29,22
533,SIKKIM,1,0,1,2,29,2
534,SIKKIM,19,16,3,3,29,1
535,TAMIL NADU,24,12,3,101,30,6
536,TAMIL NADU,78,40,52,119,30,6
537,TAMIL NADU,91,56,127,105,30,0
538,TAMIL NADU,5,0,8,15,30,4
539,TAMIL NADU,77,36,41,455,30,0
540,TAMIL NADU,16,8,15,79,30,6
541,TAMIL NADU,60,32,33,250,30,6
542,TAMIL NADU,88,34,22,433,30,3
543,TAMIL NADU,72,28,13,69,30,24
544,TAMIL NADU,63,18,13,63,30,4
545,TAMIL NADU,45,42,10,81,30,2
546,TAMIL NADU,33,12,4,10,30,21
547,TAMIL NADU,28,8,9,30,30,20
548,TAMIL NADU,64,26,42,286,30,1
549,TAMIL NADU,34,4,33,90,30,20
550,TAMIL NADU,36,24,2,51,30,24
551,TAMIL NADU,36,14,6,56,30,22
552,TAMIL NADU,16,16,5,39,30,23
553,TAMIL NADU,10,6,2,56,30,21
554,TAMIL NADU,30,10,5,198,30,22
555,TAMIL NADU,33,26,4,205,30,1
556,TAMIL NADU,78,16,8,170,30,23
557,TAMIL NADU,12,4,20,42,30,20
558,TAMIL NADU,26,10,10,88,30,4
559,TAMIL NADU,49,0,16,150,30,4
560,TAMIL NADU,16,8,9,69,30,23
561,TAMIL NADU,74,114,27,97,30,23
562,TAMIL NADU,12,6,10,8,30,0
563,TAMIL NADU,34,32,11,201,30,6
564,TAMIL NADU,44,10,14,218,30,24
565,TAMIL NADU,31,14,6,59,30,21
566,TAMIL NADU,69,24,34,112,30,3
567,TAMIL NADU,0,0,1,4,30,1
568,TAMIL NADU,52,12,0,55,30,24
569,TAMIL NADU,24,10,6,10,30,5
570,TAMIL NADU,78,26,25,440,30,3
571,TAMIL NADU,67,74,7,483,30,5
572,TAMIL NADU,57,34,19,199,30,2
573,TAMIL NADU,1662,846,672,5196,30,2
574,TRIPURA,35,22,4,15,31,3
575,TRIPURA,38,58,19,29,31,21
576,TRIPURA,42,58,8,37,31,3
577,TRIPURA,125,66,32,57,31,3
578,TRIPURA,240,204,63,138,31,22
579,UTTAR PRADESH,153,132,171,377,32,23
580,UTTAR PRADESH,229,100,182,366,32,20
581,UTTAR PRADESH,167,84,81,260,32,5
582,UTTAR PRADESH,46,38,22,64,32,22
583,UTTAR PRADESH,53,22,24,44,32,21
584,UTTAR PRADESH,120,22,80,127,32,6
585,UTTAR PRADESH,239,94,67,64,32,22
586,UTTAR PRADESH,89,30,54,55,32,4
587,UTTAR PRADESH,43,28,20,50,32,23
588,UTTAR PRADESH,55,36,14,119,32,24
589,UTTAR PRADESH,26,16,4,25,32,20
590,UTTAR PRADESH,75,54,31,72,32,6
591,UTTAR PRADESH,88,82,50,81,32,21
592,UTTAR PRADESH,272,186,138,143,32,22
593,UTTAR PRADESH,48,36,28,106,32,6
594,UTTAR PRADESH,124,76,56,80,32,0
595,UTTAR PRADESH,250,62,103,150,32,3
596,UTTAR PRADESH,35,8,18,16,32,0
597,UTTAR PRADESH,28,16,3,15,32,20
598,UTTAR PRADESH,48,14,26,196,32,22
599,UTTAR PRADESH,240,114,79,259,32,2
600,UTTAR PRADESH,82,40,32,90,32,2
601,UTTAR PRADESH,77,44,44,52,32,3
602,UTTAR PRADESH,120,18,18,73,32,5
603,UTTAR PRADESH,132,56,36,22,32,1
604,UTTAR PRADESH,135,44,72,147,32,2
605,UTTAR PRADESH,31,4,49,13,32,20
606,UTTAR PRADESH,92,32,47,81,32,1
607,UTTAR PRADESH,230,62,117,123,32,21
608,UTTAR PRADESH,46,12,17,70,32,24
609,UTTAR PRADESH,68,36,32,64,32,22
610,UTTAR PRADESH,96,26,38,117,32,24
611,UTTAR PRADESH,66,28,31,55,32,2
612,UTTAR PRADESH,182,140,50,92,32,23
